from,to,source
622,1823-12-16,"Th OC-114"
449,1823-12-17,"Th OC-114"
1260,1823-12-17,"Th OC-114"
1664,1823-12-18,"Th OC-114"
876,1823-12-18,"Th OC-114"
622,1823-12-19,"Th OC-114"
1260,1823-12-19,"Th OC-114"
1170,1823-12-20,"Th OC-114"
1821,1823-12-20,"Th OC-114"
1110,1823-12-20,"Th OC-114"
1399,1823-12-21,"Th OC-114"
1383,1823-12-21,"Th OC-114"
543,1823-12-22,"Th OC-114"
1260,1823-12-22,"Th OC-114"
1260,1823-12-24,"Th OC-114"
1055,1823-12-24,"Th OC-114"
284,1823-12-26,"Th OC-114"
1260,1823-12-26,"Th OC-114"
1194,1823-12-27,"Th OC-114"
651,1823-12-27,"Th OC-114"
1664,1823-12-28,"Th OC-114"
449,1823-12-28,"Th OC-114"
549,1823-12-28,"Th OC-114"
1527,1823-12-29,"Th OC-114"
1470,1823-12-29,"Th OC-114"
979,1823-12-29,"Th OC-114"
1266,1823-12-30,"Th OC-114"
1260,1823-12-30,"Th OC-114"
1194,1823-12-31,"Th OC-114"
622,1823-12-31,"Th OC-114"
147,1823-12-31,"Th OC-114"
554,1824-01-01,"Th OC-114"
1260,1824-01-01,"Th OC-114"
1164,1824-01-02,"Th OC-114"
1244,1824-01-02,"Th OC-114"
622,1824-01-03,"Th OC-114"
1260,1824-01-03,"Th OC-114"
1797,1824-01-04,"Th OC-114"
449,1824-01-04,"Th OC-114"
651,1824-01-04,"Th OC-114"
1260,1824-01-05,"Th OC-114"
147,1824-01-05,"Th OC-114"
1164,1824-01-06,"Th OC-114"
1399,1824-01-06,"Th OC-114"
1213,1824-01-07,"Th OC-114"
1260,1824-01-07,"Th OC-114"
1067,1824-01-08,"Th OC-114"
1386,1824-01-08,"Th OC-114"
225,1824-01-08,"Th OC-114"
1260,1824-01-09,"Th OC-114"
153,1824-01-09,"Th OC-114"
1244,1824-01-10,"Th OC-114"
1194,1824-01-10,"Th OC-114"
48,1824-01-10,"Th OC-114"
1044,1824-01-11,"Th OC-114"
1631,1824-01-11,"Th OC-114"
147,1824-01-11,"Th OC-114"
979,1824-01-12,"Th OC-114"
651,1824-01-12,"Th OC-114"
1264,1824-01-13,"Th OC-114"
1260,1824-01-13,"Th OC-114"
1878,1824-01-14,"Th OC-114"
1399,1824-01-14,"Th OC-114"
1244,1824-01-15,"Th OC-114"
1260,1824-01-15,"Th OC-114"
1664,1824-01-16,"Th OC-114"
1194,1824-01-16,"Th OC-114"
1470,1824-01-17,"Th OC-114"
1260,1824-01-17,"Th OC-114"
1527,1824-01-18,"Th OC-114"
1194,1824-01-18,"Th OC-114"
431,1824-01-18,"Th OC-114"
1260,1824-01-19,"Th OC-114"
640,1824-01-19,"Th OC-114"
431,1824-01-20,"Th OC-114"
225,1824-01-20,"Th OC-114"
48,1824-01-20,"Th OC-114"
284,1824-01-22,"Th OC-114"
1260,1824-01-22,"Th OC-114"
543,1824-01-23,"Th OC-114"
332,1824-01-23,"Th OC-114"
1260,1824-01-24,"Th OC-114"
16,1824-01-24,"Th OC-114"
1797,1824-01-25,"Th OC-114"
1310,1824-01-25,"Th OC-114"
332,1824-01-25,"Th OC-114"
1244,1824-01-26,"Th OC-114"
29,1824-01-26,"Th OC-114"
1260,1824-01-27,"Th OC-114"
343,1824-01-27,"Th OC-114"
1797,1824-01-28,"Th OC-114"
1266,1824-01-28,"Th OC-114"
964,1824-01-28,"Th OC-114"
543,1824-01-29,"Th OC-114"
1260,1824-01-29,"Th OC-114"
979,1824-01-30,"Th OC-114"
332,1824-01-30,"Th OC-114"
1260,1824-01-31,"Th OC-114"
549,1824-01-31,"Th OC-114"
1803,1824-02-01,"Th OC-114"
554,1824-02-01,"Th OC-114"
288,1824-02-01,"Th OC-114"
1244,1824-02-02,"Th OC-114"
1260,1824-02-02,"Th OC-114"
1194,1824-02-03,"Th OC-114"
651,1824-02-03,"Th OC-114"
449,1824-02-04,"Th OC-114"
1260,1824-02-04,"Th OC-114"
1213,1824-02-05,"Th OC-114"
1664,1824-02-05,"Th OC-114"
1527,1824-02-06,"Th OC-114"
1260,1824-02-06,"Th OC-114"
549,1824-02-07,"Th OC-114"
332,1824-02-07,"Th OC-114"
1004,1824-02-08,"Th OC-114"
651,1824-02-08,"Th OC-114"
554,1824-02-09,"Th OC-114"
431,1824-02-09,"Th OC-114"
225,1824-02-09,"Th OC-114"
1260,1824-02-10,"Th OC-114"
1110,1824-02-10,"Th OC-114"
1713,1824-02-11,"Th OC-114"
51,1824-02-11,"Th OC-114"
37,1824-02-11,"Th OC-114"
284,1824-02-12,"Th OC-114"
1260,1824-02-12,"Th OC-114"
1260,1824-02-14,"Th OC-114"
147,1824-02-14,"Th OC-114"
1527,1824-02-15,"Th OC-114"
978,1824-02-15,"Th OC-114"
332,1824-02-15,"Th OC-114"
1266,1824-02-16,"Th OC-114"
1260,1824-02-16,"Th OC-114"
1664,1824-02-17,"Th OC-114"
964,1824-02-17,"Th OC-114"
1386,1824-02-18,"Th OC-114"
1260,1824-02-18,"Th OC-114"
1713,1824-02-19,"Th OC-114"
449,1824-02-19,"Th OC-114"
37,1824-02-19,"Th OC-114"
1244,1824-02-20,"Th OC-114"
1260,1824-02-20,"Th OC-114"
1550,1824-02-21,"Th OC-114"
1399,1824-02-21,"Th OC-114"
1264,1824-02-22,"Th OC-114"
1194,1824-02-22,"Th OC-114"
37,1824-02-22,"Th OC-114"
1260,1824-02-23,"Th OC-114"
640,1824-02-23,"Th OC-114"
979,1824-02-24,"Th OC-114"
651,1824-02-24,"Th OC-114"
964,1824-02-25,"Th OC-114"
549,1824-02-25,"Th OC-114"
48,1824-02-25,"Th OC-114"
543,1824-02-26,"Th OC-114"
1260,1824-02-26,"Th OC-114"
876,1824-02-27,"Th OC-114"
37,1824-02-27,"Th OC-114"
16,1824-02-27,"Th OC-114"
1264,1824-02-28,"Th OC-114"
1260,1824-02-28,"Th OC-114"
706,1824-02-29,"Th OC-114"
157,1824-02-29,"Th OC-114"
153,1824-02-29,"Th OC-114"
1260,1824-03-01,"Th OC-114"
1110,1824-03-01,"Th OC-114"
543,1824-03-02,"Th OC-114"
1664,1824-03-02,"Th OC-114"
1194,1824-03-02,"Th OC-114"
1527,1824-03-03,"Th OC-114"
1260,1824-03-03,"Th OC-114"
1213,1824-03-04,"Th OC-114"
1055,1824-03-04,"Th OC-114"
614,1824-03-04,"Th OC-114"
1260,1824-03-05,"Th OC-114"
976,1824-03-05,"Th OC-114"
1803,1824-03-06,"Th OC-114"
537,1824-03-06,"Th OC-114"
640,1824-03-06,"Th OC-114"
1164,1824-03-07,"Th OC-114"
1470,1824-03-07,"Th OC-114"
284,1824-03-07,"Th OC-114"
543,1824-03-08,"Th OC-114"
537,1824-03-08,"Th OC-114"
979,1824-03-08,"Th OC-114"
1244,1824-03-09,"Th OC-114"
1260,1824-03-09,"Th OC-114"
537,1824-03-10,"Th OC-114"
1055,1824-03-10,"Th OC-114"
549,1824-03-10,"Th OC-114"
1878,1824-03-11,"Th OC-114"
228,1824-03-11,"Th OC-114"
1664,1824-03-12,"Th OC-114"
1386,1824-03-12,"Th OC-114"
1044,1824-03-13,"Th OC-114"
1713,1824-03-13,"Th OC-114"
1664,1824-03-14,"Th OC-114"
1399,1824-03-14,"Th OC-114"
1649,1824-03-15,"Th OC-114"
1527,1824-03-15,"Th OC-114"
1194,1824-03-15,"Th OC-114"
964,1824-03-16,"Th OC-114"
153,1824-03-16,"Th OC-114"
554,1824-03-17,"Th OC-114"
431,1824-03-17,"Th OC-114"
1055,1824-03-17,"Th OC-114"
651,1824-03-18,"Th OC-114"
16,1824-03-18,"Th OC-114"
1260,1824-03-19,"Th OC-114"
343,1824-03-19,"Th OC-114"
1878,1824-03-20,"Th OC-114"
1470,1824-03-20,"Th OC-114"
1386,1824-03-21,"Th OC-114"
431,1824-03-21,"Th OC-114"
640,1824-03-21,"Th OC-114"
1631,1824-03-22,"Th OC-114"
1310,1824-03-22,"Th OC-114"
964,1824-03-22,"Th OC-114"
284,1824-03-23,"Th OC-114"
1260,1824-03-23,"Th OC-114"
1213,1824-03-24,"Th OC-114"
926,1824-03-24,"Th OC-114"
1470,1824-03-24,"Th OC-114"
1244,1824-03-25,"Th OC-114"
1260,1824-03-25,"Th OC-114"
1664,1824-03-26,"Th OC-114"
673,1824-03-26,"Th OC-114"
449,1824-03-27,"Th OC-114"
1260,1824-03-27,"Th OC-114"
554,1824-03-28,"Th OC-114"
543,1824-03-28,"Th OC-114"
288,1824-03-28,"Th OC-114"
1244,1824-03-29,"Th OC-114"
1055,1824-03-29,"Th OC-114"
614,1824-03-29,"Th OC-114"
1260,1824-03-30,"Th OC-114"
228,1824-03-30,"Th OC-114"
1527,1824-03-31,"Th OC-114"
651,1824-03-31,"Th OC-114"
1803,1824-04-01,"Th OC-114"
1470,1824-04-01,"Th OC-114"
1194,1824-04-01,"Th OC-114"
1550,1824-04-02,"Th OC-114"
1110,1824-04-02,"Th OC-114"
543,1824-04-03,"Th OC-114"
1044,1824-04-03,"Th OC-114"
964,1824-04-04,"Th OC-114"
651,1824-04-04,"Th OC-114"
1264,1824-04-05,"Th OC-114"
1260,1824-04-05,"Th OC-114"
978,1824-04-06,"Th OC-114"
431,1824-04-06,"Th OC-114"
225,1824-04-06,"Th OC-114"
1244,1824-04-07,"Th OC-114"
1260,1824-04-07,"Th OC-114"
706,1824-04-08,"Th OC-114"
332,1824-04-08,"Th OC-114"
284,1824-04-09,"Th OC-114"
1260,1824-04-09,"Th OC-114"
1067,1824-04-10,"Th OC-114"
37,1824-04-10,"Th OC-114"
1260,1824-04-11,"Th OC-114"
1310,1824-04-11,"Th OC-114"
1266,1824-04-19,"Th OC-114"
1260,1824-04-19,"Th OC-114"
36,1824-04-20,"Th OC-114"
651,1824-04-20,"Th OC-114"
1244,1824-04-21,"Th OC-114"
1260,1824-04-21,"Th OC-114"
1664,1824-04-22,"Th OC-114"
964,1824-04-22,"Th OC-114"
543,1824-04-23,"Th OC-114"
1260,1824-04-23,"Th OC-114"
1086,1824-04-24,"Th OC-114"
284,1824-04-24,"Th OC-114"
48,1824-04-24,"Th OC-114"
1527,1824-04-25,"Th OC-114"
1044,1824-04-25,"Th OC-114"
449,1824-04-25,"Th OC-114"
343,1824-04-26,"Th OC-114"
141,1824-04-26,"Th OC-114"
1213,1824-04-27,"Th OC-114"
995,1824-04-27,"Th OC-114"
1264,1824-04-28,"Th OC-114"
141,1824-04-28,"Th OC-114"
978,1824-04-29,"Th OC-114"
979,1824-04-29,"Th OC-114"
651,1824-04-29,"Th OC-114"
822,1824-04-30,"Th OC-114"
141,1824-04-30,"Th OC-114"
1713,1824-05-01,"Th OC-114"
964,1824-05-01,"Th OC-114"
762,1824-05-02,"Th OC-114"
140,1824-05-02,"Th OC-114"
1280,1824-05-03,"Th OC-114"
1260,1824-05-03,"Th OC-114"
1797,1824-05-04,"Th OC-114"
332,1824-05-04,"Th OC-114"
543,1824-05-05,"Th OC-114"
1260,1824-05-05,"Th OC-114"
219,1824-05-06,"Th OC-114"
964,1824-05-06,"Th OC-114"
1821,1824-05-07,"Th OC-114"
1260,1824-05-07,"Th OC-114"
1777,1824-05-08,"Th OC-114"
822,1824-05-08,"Th OC-114"
952,1824-05-08,"Th OC-114"
1399,1824-05-09,"Th OC-114"
995,1824-05-09,"Th OC-114"
1144,1824-05-10,"Th OC-114"
1260,1824-05-10,"Th OC-114"
1550,1824-05-11,"Th OC-114"
219,1824-05-11,"Th OC-114"
1777,1824-05-12,"Th OC-114"
1260,1824-05-12,"Th OC-114"
1821,1824-05-13,"Th OC-114"
1338,1824-05-13,"Th OC-114"
549,1824-05-13,"Th OC-114"
1260,1824-05-14,"Th OC-114"
979,1824-05-14,"Th OC-114"
1777,1824-05-15,"Th OC-114"
1338,1824-05-15,"Th OC-114"
729,1824-05-15,"Th OC-114"
1550,1824-05-16,"Th OC-114"
1527,1824-05-16,"Th OC-114"
964,1824-05-16,"Th OC-114"
1108,1824-05-17,"Th OC-114"
1338,1824-05-17,"Th OC-114"
1244,1824-05-17,"Th OC-114"
1086,1824-05-18,"Th OC-114"
1194,1824-05-18,"Th OC-114"
449,1824-05-18,"Th OC-114"
1338,1824-05-19,"Th OC-114"
549,1824-05-19,"Th OC-114"
16,1824-05-19,"Th OC-114"
1797,1824-05-20,"Th OC-114"
1785,1824-05-20,"Th OC-114"
1280,1824-05-21,"Th OC-114"
1260,1824-05-21,"Th OC-114"
1338,1824-05-22,"Th OC-114"
219,1824-05-22,"Th OC-114"
1338,1824-05-23,"Th OC-114"
1260,1824-05-23,"Th OC-114"
1785,1824-05-24,"Th OC-114"
1470,1824-05-24,"Th OC-114"
1713,1824-05-25,"Th OC-114"
990,1824-05-25,"Th OC-114"
1785,1824-05-26,"Th OC-114"
1821,1824-05-26,"Th OC-114"
640,1824-05-26,"Th OC-114"
1264,1824-05-27,"Th OC-114"
1260,1824-05-27,"Th OC-114"
1797,1824-05-28,"Th OC-114"
225,1824-05-28,"Th OC-114"
36,1824-05-28,"Th OC-114"
1108,1824-05-29,"Th OC-114"
543,1824-05-29,"Th OC-114"
694,1824-05-29,"Th OC-114"
964,1824-05-30,"Th OC-114"
651,1824-05-30,"Th OC-114"
1785,1824-05-31,"Th OC-114"
706,1824-05-31,"Th OC-114"
694,1824-06-01,"Th OC-114"
16,1824-06-01,"Th OC-114"
1713,1824-06-02,"Th OC-114"
990,1824-06-02,"Th OC-114"
449,1824-06-03,"Th OC-114"
435,1824-06-03,"Th OC-114"
1310,1824-06-03,"Th OC-114"
1244,1824-06-04,"Th OC-114"
512,1824-06-04,"Th OC-114"
48,1824-06-04,"Th OC-114"
1144,1824-06-05,"Th OC-114"
822,1824-06-05,"Th OC-114"
435,1824-06-05,"Th OC-114"
1213,1824-06-07,"Th OC-114"
1280,1824-06-07,"Th OC-114"
435,1824-06-07,"Th OC-114"
1234,1824-06-08,"Th OC-114"
706,1824-06-08,"Th OC-114"
1777,1824-06-09,"Th OC-114"
1470,1824-06-09,"Th OC-114"
435,1824-06-09,"Th OC-114"
219,1824-06-10,"Th OC-114"
990,1824-06-10,"Th OC-114"
517,1824-06-11,"Th OC-114"
512,1824-06-11,"Th OC-114"
1194,1824-06-12,"Th OC-114"
435,1824-06-12,"Th OC-114"
673,1824-06-12,"Th OC-114"
1550,1824-06-13,"Th OC-114"
1234,1824-06-13,"Th OC-114"
1004,1824-06-14,"Th OC-114"
435,1824-06-14,"Th OC-114"
517,1824-06-15,"Th OC-114"
512,1824-06-15,"Th OC-114"
1878,1824-06-16,"Th OC-114"
435,1824-06-16,"Th OC-114"
1170,1824-06-17,"Th OC-114"
1713,1824-06-17,"Th OC-114"
284,1824-06-17,"Th OC-114"
968,1824-06-18,"Th OC-114"
288,1824-06-18,"Th OC-114"
1821,1824-06-19,"Th OC-114"
435,1824-06-19,"Th OC-114"
51,1824-06-19,"Th OC-114"
219,1824-06-20,"Th OC-114"
964,1824-06-20,"Th OC-114"
1244,1824-06-21,"Th OC-114"
435,1824-06-21,"Th OC-114"
16,1824-06-21,"Th OC-114"
517,1824-06-22,"Th OC-114"
694,1824-06-22,"Th OC-114"
1170,1824-06-23,"Th OC-114"
435,1824-06-23,"Th OC-114"
284,1824-06-23,"Th OC-114"
51,1824-06-24,"Th OC-114"
990,1824-06-24,"Th OC-114"
1882,1824-06-25,"Th OC-114"
512,1824-06-25,"Th OC-114"
964,1824-06-26,"Th OC-114"
651,1824-06-26,"Th OC-114"
1664,1824-06-27,"Th OC-114"
990,1824-06-27,"Th OC-114"
1213,1824-06-28,"Th OC-114"
543,1824-06-28,"Th OC-114"
1821,1824-06-28,"Th OC-114"
1882,1824-06-29,"Th OC-114"
512,1824-06-29,"Th OC-114"
1550,1824-06-30,"Th OC-114"
1470,1824-06-30,"Th OC-114"
284,1824-06-30,"Th OC-114"
995,1824-07-01,"Th OC-114"
694,1824-07-01,"Th OC-114"
1821,1824-07-02,"Th OC-114"
449,1824-07-02,"Th OC-114"
964,1824-07-02,"Th OC-114"
517,1824-07-03,"Th OC-114"
512,1824-07-03,"Th OC-114"
968,1824-07-04,"Th OC-114"
694,1824-07-04,"Th OC-114"
1713,1824-07-05,"Th OC-114"
435,1824-07-05,"Th OC-114"
673,1824-07-05,"Th OC-114"
512,1824-07-06,"Th OC-114"
995,1824-07-06,"Th OC-114"
1777,1824-07-07,"Th OC-114"
543,1824-07-07,"Th OC-114"
435,1824-07-07,"Th OC-114"
517,1824-07-08,"Th OC-114"
694,1824-07-08,"Th OC-114"
1213,1824-07-09,"Th OC-114"
435,1824-07-09,"Th OC-114"
225,1824-07-09,"Th OC-114"
819,1824-07-10,"Th OC-114"
288,1824-07-10,"Th OC-114"
1878,1824-07-11,"Th OC-114"
651,1824-07-11,"Th OC-114"
512,1824-07-12,"Th OC-114"
819,1824-07-12,"Th OC-114"
1260,1824-07-13,"Th OC-114"
640,1824-07-13,"Th OC-114"
517,1824-07-14,"Th OC-114"
819,1824-07-14,"Th OC-114"
435,1824-07-15,"Th OC-114"
990,1824-07-15,"Th OC-114"
1234,1824-07-16,"Th OC-114"
1752,1824-07-16,"Th OC-114"
435,1824-07-17,"Th OC-114"
140,1824-07-17,"Th OC-114"
1527,1824-07-18,"Th OC-114"
1664,1824-07-18,"Th OC-114"
214,1824-07-20,"Th OC-114"
1752,1824-07-21,"Th OC-114"
819,1824-07-21,"Th OC-114"
343,1824-07-22,"Th OC-114"
214,1824-07-22,"Th OC-114"
1280,1824-07-23,"Th OC-114"
1260,1824-07-23,"Th OC-114"
1310,1824-07-24,"Th OC-114"
214,1824-07-24,"Th OC-114"
517,1824-07-25,"Th OC-114"
819,1824-07-25,"Th OC-114"
435,1824-07-26,"Th OC-114"
990,1824-07-26,"Th OC-114"
284,1824-07-27,"Th OC-114"
214,1824-07-27,"Th OC-114"
543,1824-07-28,"Th OC-114"
1260,1824-07-28,"Th OC-114"
1752,1824-07-29,"Th OC-114"
214,1824-07-29,"Th OC-114"
517,1824-07-30,"Th OC-114"
819,1824-07-30,"Th OC-114"
449,1824-07-31,"Th OC-114"
1295,1824-07-31,"Th OC-114"
36,1824-07-31,"Th OC-114"
1752,1824-08-01,"Th OC-114"
1260,1824-08-01,"Th OC-114"
1266,1824-08-02,"Th OC-114"
1713,1824-08-02,"Th OC-114"
1295,1824-08-02,"Th OC-114"
435,1824-08-03,"Th OC-114"
214,1824-08-03,"Th OC-114"
1055,1824-08-04,"Th OC-114"
1295,1824-08-04,"Th OC-114"
640,1824-08-04,"Th OC-114"
512,1824-08-05,"Th OC-114"
819,1824-08-05,"Th OC-114"
1244,1824-08-06,"Th OC-114"
1295,1824-08-06,"Th OC-114"
51,1824-08-06,"Th OC-114"
1266,1824-08-07,"Th OC-114"
1260,1824-08-07,"Th OC-114"
1664,1824-08-08,"Th OC-114"
990,1824-08-08,"Th OC-114"
1260,1824-08-09,"Th OC-114"
1295,1824-08-09,"Th OC-114"
24,1824-08-10,"Th OC-114"
48,1824-08-10,"Th OC-114"
1295,1824-08-11,"Th OC-114"
214,1824-08-11,"Th OC-114"
932,1824-08-12,"Th OC-114"
24,1824-08-12,"Th OC-114"
517,1824-08-13,"Th OC-114"
819,1824-08-13,"Th OC-114"
1295,1824-08-14,"Th OC-114"
24,1824-08-14,"Th OC-114"
1527,1824-08-15,"Th OC-114"
1470,1824-08-15,"Th OC-114"
214,1824-08-15,"Th OC-114"
1399,1824-08-16,"Th OC-114"
24,1824-08-16,"Th OC-114"
1383,1824-08-17,"Th OC-114"
37,1824-08-17,"Th OC-114"
1244,1824-08-18,"Th OC-114"
284,1824-08-18,"Th OC-114"
24,1824-08-18,"Th OC-114"
964,1824-08-19,"Th OC-114"
214,1824-08-19,"Th OC-114"
1081,1824-08-20,"Th OC-114"
1280,1824-08-20,"Th OC-114"
1295,1824-08-20,"Th OC-114"
819,1824-08-21,"Th OC-114"
651,1824-08-21,"Th OC-114"
990,1824-08-22,"Th OC-114"
694,1824-08-22,"Th OC-114"
1086,1824-08-23,"Th OC-114"
435,1824-08-23,"Th OC-114"
1295,1824-08-23,"Th OC-114"
1577,1824-08-24,"Th OC-114"
24,1824-08-24,"Th OC-114"
1752,1824-08-26,"Th OC-114"
1577,1824-08-26,"Th OC-114"
1295,1824-08-26,"Th OC-114"
1383,1824-08-27,"Th OC-114"
435,1824-08-27,"Th OC-114"
1713,1824-08-28,"Th OC-114"
1664,1824-08-28,"Th OC-114"
1295,1824-08-28,"Th OC-114"
284,1824-08-29,"Th OC-114"
706,1824-08-29,"Th OC-114"
157,1824-08-29,"Th OC-114"
1244,1824-08-30,"Th OC-114"
1260,1824-08-30,"Th OC-114"
1821,1824-08-31,"Th OC-114"
651,1824-08-31,"Th OC-114"
549,1824-08-31,"Th OC-114"
1295,1824-09-01,"Th OC-114"
932,1824-09-01,"Th OC-114"
51,1824-09-01,"Th OC-114"
435,1824-09-02,"Th OC-114"
762,1824-09-02,"Th OC-114"
1820,1824-09-03,"Th OC-114"
1295,1824-09-03,"Th OC-114"
140,1824-09-04,"Th OC-114"
549,1824-09-04,"Th OC-114"
1820,1824-09-05,"Th OC-114"
964,1824-09-05,"Th OC-114"
1260,1824-09-06,"Th OC-114"
1295,1824-09-06,"Th OC-114"
990,1824-09-07,"Th OC-114"
730,1824-09-07,"Th OC-114"
1383,1824-09-08,"Th OC-114"
37,1824-09-08,"Th OC-114"
284,1824-09-09,"Th OC-114"
730,1824-09-09,"Th OC-114"
549,1824-09-09,"Th OC-114"
1260,1824-09-10,"Th OC-114"
673,1824-09-10,"Th OC-114"
968,1824-09-11,"Th OC-114"
730,1824-09-11,"Th OC-114"
1399,1824-09-12,"Th OC-114"
1295,1824-09-12,"Th OC-114"
549,1824-09-12,"Th OC-114"
1577,1824-09-24,"Th OC-114"
694,1824-09-24,"Th OC-114"
990,1824-09-25,"Th OC-114"
730,1824-09-25,"Th OC-114"
1577,1824-09-26,"Th OC-114"
1295,1824-09-26,"Th OC-114"
24,1824-09-26,"Th OC-114"
517,1824-09-27,"Th OC-114"
214,1824-09-27,"Th OC-114"
1821,1824-09-28,"Th OC-114"
1260,1824-09-28,"Th OC-114"
512,1824-09-29,"Th OC-114"
449,1824-09-29,"Th OC-114"
24,1824-09-29,"Th OC-114"
990,1824-09-30,"Th OC-114"
730,1824-09-30,"Th OC-114"
1882,1824-10-01,"Th OC-114"
1577,1824-10-01,"Th OC-114"
1352,1824-10-02,"Th OC-114"
343,1824-10-02,"Th OC-114"
1664,1824-10-03,"Th OC-114"
964,1824-10-03,"Th OC-114"
1352,1824-10-04,"Th OC-114"
1470,1824-10-04,"Th OC-114"
1260,1824-10-05,"Th OC-114"
932,1824-10-05,"Th OC-114"
1352,1824-10-06,"Th OC-114"
435,1824-10-06,"Th OC-114"
1527,1824-10-07,"Th OC-114"
1577,1824-10-07,"Th OC-114"
24,1824-10-07,"Th OC-114"
1352,1824-10-08,"Th OC-114"
1295,1824-10-08,"Th OC-114"
517,1824-10-09,"Th OC-114"
995,1824-10-09,"Th OC-114"
1352,1824-10-10,"Th OC-114"
990,1824-10-10,"Th OC-114"
24,1824-10-11,"Th OC-114"
819,1824-10-11,"Th OC-114"
1352,1824-10-12,"Th OC-114"
964,1824-10-12,"Th OC-114"
1260,1824-10-13,"Th OC-114"
228,1824-10-13,"Th OC-114"
1352,1824-10-14,"Th OC-114"
730,1824-10-14,"Th OC-114"
1577,1824-10-15,"Th OC-114"
435,1824-10-15,"Th OC-114"
288,1824-10-15,"Th OC-114"
1882,1824-10-17,"Th OC-114"
1577,1824-10-17,"Th OC-114"
284,1824-10-17,"Th OC-114"
819,1824-10-18,"Th OC-114"
214,1824-10-18,"Th OC-114"
1352,1824-10-19,"Th OC-114"
435,1824-10-19,"Th OC-114"
16,1824-10-19,"Th OC-114"
1234,1824-10-20,"Th OC-114"
517,1824-10-20,"Th OC-114"
512,1824-10-21,"Th OC-114"
1260,1824-10-21,"Th OC-114"
1550,1824-10-22,"Th OC-114"
968,1824-10-22,"Th OC-114"
435,1824-10-23,"Th OC-114"
140,1824-10-23,"Th OC-114"
952,1824-10-23,"Th OC-114"
819,1824-10-24,"Th OC-114"
214,1824-10-24,"Th OC-114"
512,1824-10-26,"Th OC-114"
1260,1824-10-26,"Th OC-114"
1577,1824-10-27,"Th OC-114"
1295,1824-10-27,"Th OC-114"
24,1824-10-27,"Th OC-114"
449,1824-10-28,"Th OC-114"
990,1824-10-28,"Th OC-114"
16,1824-10-28,"Th OC-114"
1577,1824-10-29,"Th OC-114"
435,1824-10-29,"Th OC-114"
549,1824-10-29,"Th OC-114"
140,1824-10-30,"Th OC-114"
694,1824-10-30,"Th OC-114"
1820,1824-10-31,"Th OC-114"
512,1824-10-31,"Th OC-114"
952,1824-10-31,"Th OC-114"
694,1824-11-02,"Th OC-114"
651,1824-11-02,"Th OC-114"
1234,1824-11-03,"Th OC-114"
1527,1824-11-03,"Th OC-114"
1577,1824-11-03,"Th OC-114"
543,1824-11-04,"Th OC-114"
1045,1824-11-04,"Th OC-114"
1821,1824-11-05,"Th OC-114"
1295,1824-11-05,"Th OC-114"
730,1824-11-05,"Th OC-114"
1108,1824-11-06,"Th OC-114"
1045,1824-11-06,"Th OC-114"
1577,1824-11-07,"Th OC-114"
435,1824-11-07,"Th OC-114"
819,1824-11-07,"Th OC-114"
990,1824-11-08,"Th OC-114"
694,1824-11-08,"Th OC-114"
512,1824-11-09,"Th OC-114"
1295,1824-11-09,"Th OC-114"
24,1824-11-09,"Th OC-114"
1577,1824-11-10,"Th OC-114"
435,1824-11-10,"Th OC-114"
288,1824-11-10,"Th OC-114"
1045,1824-11-11,"Th OC-114"
16,1824-11-11,"Th OC-114"
1752,1824-11-12,"Th OC-114"
512,1824-11-12,"Th OC-114"
24,1824-11-12,"Th OC-114"
1803,1824-11-13,"Th OC-114"
1045,1824-11-13,"Th OC-114"
1882,1824-11-14,"Th OC-114"
1352,1824-11-14,"Th OC-114"
1045,1824-11-15,"Th OC-114"
1470,1824-11-15,"Th OC-114"
214,1824-11-16,"Th OC-114"
29,1824-11-16,"Th OC-114"
1266,1824-11-17,"Th OC-114"
1045,1824-11-17,"Th OC-114"
435,1824-11-18,"Th OC-114"
1295,1824-11-18,"Th OC-114"
964,1824-11-18,"Th OC-114"
1045,1824-11-19,"Th OC-114"
1055,1824-11-19,"Th OC-114"
1352,1824-11-20,"Th OC-114"
29,1824-11-20,"Th OC-114"
1577,1824-11-21,"Th OC-114"
1260,1824-11-21,"Th OC-114"
1045,1824-11-22,"Th OC-114"
16,1824-11-22,"Th OC-114"
1244,1824-11-23,"Th OC-114"
729,1824-11-23,"Th OC-114"
549,1824-11-23,"Th OC-114"
1045,1824-11-24,"Th OC-114"
872,1824-11-24,"Th OC-114"
214,1824-11-25,"Th OC-114"
29,1824-11-25,"Th OC-114"
1045,1824-11-26,"Th OC-114"
1470,1824-11-26,"Th OC-114"
517,1824-11-27,"Th OC-114"
512,1824-11-27,"Th OC-114"
284,1824-11-27,"Th OC-114"
1234,1824-11-28,"Th OC-114"
29,1824-11-28,"Th OC-114"
1045,1824-11-29,"Th OC-114"
932,1824-11-29,"Th OC-114"
1527,1824-11-30,"Th OC-114"
449,1824-11-30,"Th OC-114"
651,1824-11-30,"Th OC-114"
1045,1824-12-01,"Th OC-114"
225,1824-12-01,"Th OC-114"
666,1824-12-02,"Th OC-114"
1244,1824-12-02,"Th OC-114"
1055,1824-12-02,"Th OC-114"
1108,1824-12-03,"Th OC-114"
1045,1824-12-03,"Th OC-114"
819,1824-12-04,"Th OC-114"
729,1824-12-04,"Th OC-114"
517,1824-12-05,"Th OC-114"
214,1824-12-05,"Th OC-114"
1803,1824-12-06,"Th OC-114"
